,Village,Block,District,Latitude,Longitude
407,Garhagaon,Itki,Ranchi,23.315420150756836,85.07359313964844
408,Harmu,Itki,Ranchi,23.267410278320312,85.10064697265625
409,Itkithakurgoan,Itki,Ranchi,23.340560913085938,85.1135482788086
410,Khambha,Itki,Ranchi,23.279869079589844,85.11128997802734
411,Kuli,Itki,Ranchi,23.301780700683594,85.09795379638672
412,Kundi,Itki,Ranchi,23.344200134277344,85.13517761230469
413,Kurgi,Itki,Ranchi,23.31555938720703,85.11222076416016
414,Lawagain,Itki,Ranchi,23.351240158081055,85.12454986572266
415,Lupunga,Itki,Ranchi,23.272090911865234,85.11454010009766
416,Makunda,Itki,Ranchi,23.336559295654297,85.09253692626953
417,Malar,Itki,Ranchi,23.31658935546875,85.142822265625
418,Malti,Itki,Ranchi,23.329919815063477,85.1104965209961
419,Moro,Itki,Ranchi,23.3422794342041,85.08067321777344
420,Palma,Itki,Ranchi,23.31707000732422,85.09738159179688
421,Puriya,Itki,Ranchi,23.351240158081055,85.12454986572266
422,Ranidih,Itki,Ranchi,23.288330078125,85.11785125732422
423,Ranikhatanga,Itki,Ranchi,23.367660522460938,85.13394165039062
424,Sauka,Itki,Ranchi,23.247390747070312,85.09581756591797
425,Semra,Itki,Ranchi,23.31645965576172,85.12162780761719
426,Sugda,Itki,Ranchi,23.26641082763672,85.09124755859375
427,Targari,Itki,Ranchi,23.31909942626953,85.1125717163086
428,Tilaksuti,Itki,Ranchi,23.30986976623535,85.12268829345703
429,Turguru,Itki,Ranchi,23.353649139404297,85.1311264038086
430,Arsande (CT),Kanke,Ranchi,23.51304054260254,85.26519012451172
431,Bagda,Kanke,Ranchi,23.51304054260254,85.26519012451172
432,Bajra,Kanke,Ranchi,23.40662,85.31531
433,Balu,Kanke,Ranchi,23.49633026123047,85.32820129394531
434,Banhara,Kanke,Ranchi,23.472610473632812,85.36338806152344
435,Banhaura,Kanke,Ranchi,23.51304054260254,85.26519012451172
436,Barhu,Kanke,Ranchi,23.49839973449707,85.3001480102539
437,Bariatu,Kanke,Ranchi,23.51304054260254,85.26519012451172
438,Batta,Kanke,Ranchi,23.48727035522461,85.34644317626953
439,Benti,Kanke,Ranchi,23.58526039123535,85.2534408569336
440,Boreya,Kanke,Ranchi,23.51304054260254,85.26519012451172
441,Bukru,Kanke,Ranchi,23.47747039794922,85.30770874023438
442,Buti,Kanke,Ranchi,23.51304054260254,85.26519012451172
443,Chama,Kanke,Ranchi,23.47319984436035,85.301513671875
444,Chamguru,Kanke,Ranchi,23.467639923095703,85.26811981201172
445,Chandewe,Kanke,Ranchi,23.465900421142578,85.39990234375
446,Chardi,Kanke,Ranchi,23.41389,85.31624
447,Chari,Kanke,Ranchi,23.42008,85.31727
448,Chatakpur,Kanke,Ranchi,23.51304054260254,85.26519012451172
449,Chauli,Kanke,Ranchi,23.42008,85.31727
450,Cheri,Kanke,Ranchi,23.43852996826172,85.26393127441406
451,Chirua,Kanke,Ranchi,23.534250259399414,85.23677062988281
452,Chitar,Kanke,Ranchi,23.51304054260254,85.26519012451172
453,Chuttu,Kanke,Ranchi,23.51304054260254,85.26519012451172
454,Dahisot,Kanke,Ranchi,23.51304054260254,85.26519012451172
455,Dandaiphutkal Toli,Kanke,Ranchi,23.51304054260254,85.26519012451172
456,Dhanaisoso,Kanke,Ranchi,23.51304054260254,85.26519012451172
457,Dubliya Alias Dugliya,Kanke,Ranchi,23.460519790649414,85.38495635986328
458,Dumardaga,Kanke,Ranchi,23.51304054260254,85.26519012451172
459,Ekamba,Kanke,Ranchi,23.465129852294922,85.3334732055664
460,Gagi,Kanke,Ranchi,23.460010528564453,85.2854232788086
461,Garu,Kanke,Ranchi,23.51304054260254,85.26519012451172
462,Gatlatu,Kanke,Ranchi,23.51304054260254,85.26519012451172
463,Gobarhappa,Kanke,Ranchi,23.51304054260254,85.26519012451172
464,Haldama,Kanke,Ranchi,23.39457,85.31424
465,Hethkonki,Kanke,Ranchi,23.50956916809082,85.27423095703125
466,Hochar,Kanke,Ranchi,23.460079193115234,85.34100341796875
467,Hombai,Kanke,Ranchi,23.51304054260254,85.26519012451172
468,Hosir,Kanke,Ranchi,23.461149215698242,85.33000183105469
469,Hujir,Kanke,Ranchi,23.46242904663086,85.40699005126953
470,Hundur,Kanke,Ranchi,23.51304054260254,85.26519012451172
471,Ichapiri,Kanke,Ranchi,23.512069702148438,85.28025817871094
472,Jaipur,Kanke,Ranchi,23.416019439697266,86.14482879638672
473,Jamuari,Kanke,Ranchi,23.498180389404297,85.30792999267578
474,Jhiri,Kanke,Ranchi,23.38596,85.31561
475,Jidu,Kanke,Ranchi,23.51158905029297,85.26262664794922
476,Kadal,Kanke,Ranchi,23.51304054260254,85.26519012451172
477,Kadma,Kanke,Ranchi,23.51304054260254,85.26519012451172
478,Kalheyakanadu,Kanke,Ranchi,23.48624038696289,85.33879852294922
479,Kamata,Kanke,Ranchi,23.51304054260254,85.26519012451172
480,Kamre,Kanke,Ranchi,23.51304054260254,85.26519012451172
481,Kanke (CT),Kanke,Ranchi,38.77388,-121.32973
482,Karkata,Kanke,Ranchi,23.49212074279785,85.24549865722656
483,Katamkuli,Kanke,Ranchi,23.485389709472656,85.21566772460938
484,Khatanaga,Kanke,Ranchi,23.466400146484375,85.27565002441406
485,Khatanga,Kanke,Ranchi,23.466400146484375,85.27565002441406
486,Khatanga,Kanke,Ranchi,23.466400146484375,85.27565002441406
487,Kokdaro,Kanke,Ranchi,23.51304054260254,85.26519012451172
488,Konge,Kanke,Ranchi,23.51304054260254,85.26519012451172
489,Kumhariya,Kanke,Ranchi,23.51304054260254,85.26519012451172
490,Lalganj,Kanke,Ranchi,23.51304054260254,85.26519012451172
491,Madanpur,Kanke,Ranchi,23.510549545288086,85.3153076171875
492,Malsiring,Kanke,Ranchi,23.482980728149414,85.24310302734375
493,Manatu,Kanke,Ranchi,23.425289154052734,85.26615905761719
494,Manha,Kanke,Ranchi,23.40197,85.31487
495,Marwa,Kanke,Ranchi,23.505970001220703,85.2374267578125
496,Menrhi,Kanke,Ranchi,23.55571937561035,85.228759765625
497,Mesra,Kanke,Ranchi,23.51304054260254,85.26519012451172
498,Misirgonda Alias Pahargonda ,Kanke,Ranchi,23.51304054260254,85.26519012451172
499,Muretha,Kanke,Ranchi,23.554309844970703,85.25296020507812
500,Murum,Kanke,Ranchi,23.47776985168457,85.34545135498047
501,Nagri,Kanke,Ranchi,23.466819763183594,85.3145980834961
502,Nauasoso,Kanke,Ranchi,23.51304054260254,85.26519012451172
503,Nawadih,Kanke,Ranchi,23.4990291595459,85.28115844726562
504,Neuri,Kanke,Ranchi,23.51304054260254,85.26519012451172
505,Okhargara,Kanke,Ranchi,23.51304054260254,85.26519012451172
506,Oyna,Kanke,Ranchi,23.51304054260254,85.26519012451172
507,Pandra,Kanke,Ranchi,23.51304054260254,85.26519012451172
508,Patagain,Kanke,Ranchi,23.477529525756836,85.28195190429688
509,Patratu,Kanke,Ranchi,23.540409088134766,85.22149658203125
510,Patratu,Kanke,Ranchi,23.540409088134766,85.22149658203125
511,Pertol,Kanke,Ranchi,23.51304054260254,85.26519012451172
512,Pirra,Kanke,Ranchi,23.51304054260254,85.26519012451172
513,Pithauriya,Kanke,Ranchi,23.5174503326416,85.28772735595703
514,Pusu,Kanke,Ranchi,23.544639587402344,85.27201080322266
515,Ral,Kanke,Ranchi,23.479660034179688,85.33869171142578
516,Ranchi (M Corp.),Kanke,Ranchi,23.51304054260254,85.26519012451172
517,Rarha,Kanke,Ranchi,23.556230545043945,85.30950927734375
518,Rodiya,Kanke,Ranchi,23.51304054260254,85.26519012451172
519,Runro,Kanke,Ranchi,23.51304054260254,85.26519012451172
520,Sadkanadu,Kanke,Ranchi,23.486669540405273,85.33995056152344
521,Sanga,Kanke,Ranchi,23.460180282592773,85.24117279052734
522,Sangrampur,Kanke,Ranchi,23.44930076599121,85.35769653320312
523,Siddi,Kanke,Ranchi,23.51304054260254,85.26519012451172
524,Simliya,Kanke,Ranchi,23.51304054260254,85.26519012451172
525,Sirango,Kanke,Ranchi,23.479429244995117,85.25367736816406
526,Soso,Kanke,Ranchi,23.47801971435547,85.37384796142578
527,Sugnu,Kanke,Ranchi,23.51304054260254,85.26519012451172
528,Sukurhuttu,Kanke,Ranchi,23.44265,85.28804
529,Sundil,Kanke,Ranchi,23.51304054260254,85.26519012451172
530,Sutiambe,Kanke,Ranchi,23.517730712890625,85.29727172851562
531,Tendar,Kanke,Ranchi,23.51304054260254,85.26519012451172
532,Tilta,Kanke,Ranchi,23.40641975402832,85.24234771728516
533,Ulatu,Kanke,Ranchi,23.51304054260254,85.26519012451172
534,Uparkonki,Kanke,Ranchi,23.519609451293945,85.26873016357422
535,Uruguttu,Kanke,Ranchi,23.519359588623047,85.22052001953125
536,Babhne (Bamne),Khelari,Ranchi,23.651790618896484,85.00653076171875
537,Bishrampur (CT),Khelari,Ranchi,23.651790618896484,85.00653076171875
538,Churi (CT),Khelari,Ranchi,23.651790618896484,85.00653076171875
539,Dondu,Khelari,Ranchi,23.660070419311523,85.06620788574219
540,Duli,Khelari,Ranchi,23.589670181274414,84.98680877685547
541,Harhu,Khelari,Ranchi,23.601360321044922,84.9699478149414
542,Hesalang,Khelari,Ranchi,23.651790618896484,85.00653076171875
543,Hoyar,Khelari,Ranchi,23.651790618896484,85.00653076171875
544,Kedal,Khelari,Ranchi,23.651790618896484,85.00653076171875
545,Khelari (CT),Khelari,Ranchi,23.651790618896484,85.00653076171875
546,Konka,Khelari,Ranchi,23.63949966430664,84.9499282836914
547,Lapra,Khelari,Ranchi,23.65212059020996,84.93372344970703
548,Mahuliya,Khelari,Ranchi,23.65151023864746,84.96475219726562
549,Manatu,Khelari,Ranchi,23.660850524902344,85.08519744873047
550,Mayapur,Khelari,Ranchi,23.65007972717285,84.97856903076172
551,Nawadih,Khelari,Ranchi,23.67333984375,84.96984100341797
552,Ray (CT),Khelari,Ranchi,23.651790618896484,85.00653076171875
553,Tumang,Khelari,Ranchi,23.684280395507812,84.98053741455078
554,Akumroma,Lapung,Ranchi,23.129199981689453,85.0418472290039
555,Armalatdag,Lapung,Ranchi,23.163610458374023,84.97651672363281
556,Bakronda,Lapung,Ranchi,23.09749984741211,84.96617126464844
557,Balandu,Lapung,Ranchi,23.205440521240234,85.05403900146484
558,Bankakera,Lapung,Ranchi,23.061479568481445,84.95217895507812
559,Baragain,Lapung,Ranchi,23.09749984741211,84.96617126464844
560,Baraidih,Lapung,Ranchi,23.073949813842773,84.88504028320312
561,Barkakura,Lapung,Ranchi,23.060890197753906,84.9240493774414
562,Biramkel,Lapung,Ranchi,23.138769149780273,84.97029876708984
563,Burhni,Lapung,Ranchi,23.09749984741211,84.96617126464844
564,Chalangi,Lapung,Ranchi,23.055030822753906,84.98841857910156
565,Chalha,Lapung,Ranchi,23.080080032348633,84.9365005493164
566,Champadih,Lapung,Ranchi,23.144670486450195,85.02896881103516
567,Chanpi,Lapung,Ranchi,23.075389862060547,84.96378326416016
568,Dadgo,Lapung,Ranchi,23.202390670776367,85.04750061035156
569,Danekera,Lapung,Ranchi,23.148889541625977,84.90238189697266
570,Daranda,Lapung,Ranchi,23.194969177246094,85.04566955566406
571,Dari,Lapung,Ranchi,23.10211944580078,84.99947357177734
572,Dewgaon,Lapung,Ranchi,23.09749984741211,84.96617126464844
573,Dimba,Lapung,Ranchi,23.183610916137695,84.9452896118164
574,Dolaicha,Lapung,Ranchi,23.18536949157715,84.96476745605469
575,Duru,Lapung,Ranchi,23.178579330444336,85.01155090332031
576,Fatehpur,Lapung,Ranchi,23.080169677734375,84.99620056152344
577,Gara,Lapung,Ranchi,23.18963050842285,84.92793273925781
578,Garai,Lapung,Ranchi,23.087940216064453,84.97628784179688
579,Gari,Lapung,Ranchi,23.09259033203125,84.91931915283203
580,Gateatoli,Lapung,Ranchi,23.090730667114258,84.94805145263672
581,Gudgud,Lapung,Ranchi,23.062219619750977,84.93726348876953
582,Hulsu,Lapung,Ranchi,23.046489715576172,84.97138214111328
583,Jamakel,Lapung,Ranchi,23.09749984741211,84.96617126464844
584,Jariya,Lapung,Ranchi,23.029449462890625,84.95188903808594
585,Jataloya,Lapung,Ranchi,23.118030548095703,84.955322265625
586,Jhiki,Lapung,Ranchi,23.13456916809082,84.98816680908203
587,Kalje,Lapung,Ranchi,23.072349548339844,84.97161102294922
588,Kandarkel,Lapung,Ranchi,23.14575958251953,85.05059814453125
589,Karum,Lapung,Ranchi,23.137569427490234,85.0280532836914
590,Kathkunwari,Lapung,Ranchi,23.025779724121094,84.96143341064453
591,Katingkela,Lapung,Ranchi,23.13163948059082,84.9139175415039
592,Khatanga,Lapung,Ranchi,23.16452980041504,85.02654266357422
593,Koinara,Lapung,Ranchi,23.152299880981445,84.92706298828125
594,Koisara,Lapung,Ranchi,23.15081024169922,85.002197265625
595,Kurkuriya,Lapung,Ranchi,23.159780502319336,85.05110168457031
596,Lalganj,Lapung,Ranchi,23.105199813842773,84.92327117919922
597,Lapung,Lapung,Ranchi,23.09749984741211,84.96617126464844
598,Latratu,Lapung,Ranchi,23.2255802154541,85.0711898803711
599,Lete,Lapung,Ranchi,23.096799850463867,84.90775299072266
600,Lodhma,Lapung,Ranchi,23.09749984741211,84.96617126464844
601,Lohagara,Lapung,Ranchi,23.081790924072266,84.90776062011719
602,Mahugaon,Lapung,Ranchi,23.042810440063477,84.95024108886719
603,Malgo,Lapung,Ranchi,23.11890983581543,84.97698211669922
604,Manri,Lapung,Ranchi,23.09749984741211,84.96617126464844
605,Murup,Lapung,Ranchi,23.100549697875977,85.0293197631836
606,Nawatoli,Lapung,Ranchi,23.21084976196289,85.0356216430664
607,Orekel,Lapung,Ranchi,23.059850692749023,84.93895721435547
608,Pabira,Lapung,Ranchi,23.078380584716797,84.89910888671875
609,Pandu,Lapung,Ranchi,23.143800735473633,84.9496078491211
610,Parsa,Lapung,Ranchi,23.11079978942871,84.90754699707031
611,Pokta,Lapung,Ranchi,23.125680923461914,85.02214813232422
612,Pola,Lapung,Ranchi,23.190160751342773,85.01664733886719
613,Raitoli,Lapung,Ranchi,23.12384033203125,84.9497299194336
614,Ranidera,Lapung,Ranchi,23.09749984741211,84.96617126464844
615,Sakarpur,Lapung,Ranchi,23.09749984741211,84.96617126464844
616,Sapukera,Lapung,Ranchi,23.101240158081055,84.95712280273438
617,Sarangloya,Lapung,Ranchi,23.12129020690918,84.93628692626953
618,Sarsa,Lapung,Ranchi,23.22241973876953,85.04132080078125
619,Seheda,Lapung,Ranchi,23.09749984741211,84.96617126464844
620,Semla,Lapung,Ranchi,23.15648078918457,84.99595642089844
621,Sohagi,Lapung,Ranchi,23.090259552001953,84.93199920654297
622,Sukurhutu,Lapung,Ranchi,23.115259170532227,84.90558624267578
623,Taberkalan,Lapung,Ranchi,23.240489959716797,85.04611206054688
624,Taberkhurd,Lapung,Ranchi,23.24901008605957,85.04181671142578
625,Takriya,Lapung,Ranchi,23.09749984741211,84.96617126464844
626,Tangarkela,Lapung,Ranchi,23.046810150146484,84.91676330566406
627,Tapkara,Lapung,Ranchi,23.04620933532715,84.92449188232422
628,Tetra,Lapung,Ranchi,23.17487907409668,85.03941345214844
629,Tigra,Lapung,Ranchi,23.18671989440918,85.04295349121094
630,Tilai,Lapung,Ranchi,23.195829391479492,84.99803161621094
631,Ulgara,Lapung,Ranchi,23.07037925720215,84.97377014160156
632,Unekel,Lapung,Ranchi,23.156850814819336,85.01661682128906
633,Babro,Mandar,Ranchi,23.39065933227539,84.96089935302734
634,Bajra,Mandar,Ranchi,23.40947914123535,84.95977783203125
635,Bakhar,Mandar,Ranchi,23.42840003967285,84.99591064453125
636,Bando,Mandar,Ranchi,23.40298080444336,85.02559661865234
637,Banjhila,Mandar,Ranchi,23.459360122680664,85.08954620361328
638,Bansjari,Mandar,Ranchi,23.350589752197266,85.31375885009766
639,Barambe,Mandar,Ranchi,23.429529190063477,85.14515686035156
640,Bargari,Mandar,Ranchi,23.463850021362305,85.1365966796875
641,Baski,Mandar,Ranchi,23.40584945678711,85.13134765625
642,Bishakhatanga,Mandar,Ranchi,23.390609741210938,85.01920318603516
643,Burhakhukhra,Mandar,Ranchi,23.424829483032227,85.07215118408203
644,Charki,Mandar,Ranchi,23.412090301513672,84.96981048583984
645,Charnalo,Mandar,Ranchi,23.41400909423828,84.97752380371094
646,Chatwal,Mandar,Ranchi,23.470430374145508,85.11463165283203
647,Chigri,Mandar,Ranchi,23.437599182128906,84.97530364990234
648,Chund,Mandar,Ranchi,23.471569061279297,85.16166687011719
649,Darjijari,Mandar,Ranchi,23.404369354248047,85.02651977539062
650,Deuri Alias Dongatoli,Mandar,Ranchi,23.44561004638672,84.96882629394531
651,Dumri,Mandar,Ranchi,23.40390968322754,84.97669982910156
652,Garmi,Mandar,Ranchi,23.476659774780273,85.07585906982422
653,Gore,Mandar,Ranchi,23.41373062133789,85.08525085449219
654,Gorkho,Mandar,Ranchi,23.361370086669922,85.0173568725586
655,Gurgurjari,Mandar,Ranchi,23.429750442504883,85.02593994140625
656,Haril,Mandar,Ranchi,23.371370315551758,85.02674865722656
657,Hatma,Mandar,Ranchi,23.506269454956055,85.1264877319336
658,Hesal,Mandar,Ranchi,23.42218,85.1504
659,Hesmi,Mandar,Ranchi,23.459360122680664,85.08954620361328
660,Jaher,Mandar,Ranchi,23.461809158325195,85.14472198486328
661,Jhikpur,Mandar,Ranchi,23.407129287719727,84.98201751708984
662,Jhinghri,Mandar,Ranchi,23.459360122680664,85.08954620361328
663,Kaimbo,Mandar,Ranchi,23.43722915649414,85.01889038085938
664,Kandri,Mandar,Ranchi,23.45092010498047,85.1109390258789
665,Kanijari,Mandar,Ranchi,23.459360122680664,85.08954620361328
666,Kanjiya,Mandar,Ranchi,23.44219970703125,85.07023620605469
667,Karge,Mandar,Ranchi,23.493520736694336,85.11570739746094
668,Karkaria,Mandar,Ranchi,23.43829917907715,85.10530090332031
669,Katchancho,Mandar,Ranchi,23.466800689697266,85.08564758300781
670,Keskani,Mandar,Ranchi,23.46072006225586,85.12718963623047
671,Korambe,Mandar,Ranchi,23.376699447631836,85.11260223388672
672,Kurkura,Mandar,Ranchi,23.459360122680664,85.08954620361328
673,Loiyo,Mandar,Ranchi,23.35504913330078,85.0740737915039
674,Mahuajari,Mandar,Ranchi,23.415569305419922,85.04670715332031
675,Malti,Mandar,Ranchi,23.475589752197266,85.08392333984375
676,Maltoli,Mandar,Ranchi,23.432430267333984,85.16544342041016
677,Mandar,Mandar,Ranchi,23.460037231445312,85.09210968017578
678,Mandro,Mandar,Ranchi,23.42340087890625,84.98445892333984
679,Masmano,Mandar,Ranchi,23.40654945373535,85.12313842773438
680,Mesal,Mandar,Ranchi,23.43634033203125,85.1332015991211
681,Murjuli,Mandar,Ranchi,23.441030502319336,85.04769134521484
682,Murkuni,Mandar,Ranchi,23.359769821166992,85.01789093017578
683,Murma,Mandar,Ranchi,23.44384002685547,85.1298599243164
684,Nagra,Mandar,Ranchi,23.40329933166504,85.1009292602539
685,Naro,Mandar,Ranchi,23.39919090270996,85.0727310180664
686,Nawatanr,Mandar,Ranchi,23.388259887695312,85.03669738769531
687,Pareyago,Mandar,Ranchi,23.38157081604004,85.04798889160156
688,Pungi,Mandar,Ranchi,23.439809799194336,85.10281372070312
689,Rege,Mandar,Ranchi,23.49966049194336,85.11418914794922
690,Sakarpada,Mandar,Ranchi,23.459360122680664,85.08954620361328
691,Sakra,Mandar,Ranchi,23.363920211791992,85.04963684082031
692,Sargaon,Mandar,Ranchi,23.459360122680664,85.08954620361328
693,Sarwa,Mandar,Ranchi,23.395320892333984,84.99234008789062
694,Sewadih,Mandar,Ranchi,23.459360122680664,85.08954620361328
695,Sosai,Mandar,Ranchi,23.45808982849121,85.06011962890625
696,Sursa,Mandar,Ranchi,23.427640914916992,85.11994171142578
697,Tangarbasuli,Mandar,Ranchi,23.376169204711914,85.0675277709961
698,Tatkundo,Mandar,Ranchi,23.459360122680664,85.08954620361328
699,Tigoiambatoli,Mandar,Ranchi,23.487180709838867,85.09597778320312
700,Tikotoli,Mandar,Ranchi,23.459360122680664,85.08954620361328
701,Totambi,Mandar,Ranchi,23.38763999938965,85.11026763916016
702,Babro,Nagri,Ranchi,23.338680267333984,85.18306732177734
703,Balalong,Nagri,Ranchi,23.305889129638672,85.24006652832031
704,Bandheya,Nagri,Ranchi,23.288700103759766,85.18887329101562
705,Bandratoli,Nagri,Ranchi,23.273059844970703,85.24030303955078
706,Baridih,Nagri,Ranchi,23.294729232788086,85.22834014892578
707,Barsa,Nagri,Ranchi,23.325109481811523,85.15982818603516
708,Basila,Nagri,Ranchi,23.3095703125,85.16088104248047
709,Chete,Nagri,Ranchi,23.25383949279785,85.24070739746094
710,Chipra,Nagri,Ranchi,23.366239547729492,85.2391586303711
711,Daladili,Nagri,Ranchi,23.36691,85.2385
712,Dewri,Nagri,Ranchi,23.325990676879883,85.18032836914062
713,Erchora,Nagri,Ranchi,23.366239547729492,85.2391586303711
714,Gutuwa,Nagri,Ranchi,23.366239547729492,85.2391586303711
715,Halhu,Nagri,Ranchi,23.275920867919922,85.20452880859375
716,Harhi,Nagri,Ranchi,23.366239547729492,85.2391586303711
717,Harser,Nagri,Ranchi,23.366239547729492,85.2391586303711
718,Hotwasi,Nagri,Ranchi,23.322750091552734,85.24777221679688
719,Jaipur,Nagri,Ranchi,23.345840454101562,85.2106704711914
720,Katarpa,Nagri,Ranchi,23.366239547729492,85.2391586303711
721,Kelande,Nagri,Ranchi,23.29511070251465,85.20659637451172
722,Kenke,Nagri,Ranchi,23.277870178222656,85.1875228881836
723,Khunta,Nagri,Ranchi,23.279359817504883,85.1790771484375
724,Kolambi,Nagri,Ranchi,23.366239547729492,85.2391586303711
725,Kosaro,Nagri,Ranchi,23.32131004333496,85.1668701171875
726,Kota,Nagri,Ranchi,23.366239547729492,85.2391586303711
727,Kudlum,Nagri,Ranchi,23.366239547729492,85.2391586303711
728,Labed,Nagri,Ranchi,23.307239532470703,85.25276947021484
729,Lada,Nagri,Ranchi,23.366239547729492,85.2391586303711
730,Meral,Nagri,Ranchi,23.366239547729492,85.2391586303711
731,Nachiatu,Nagri,Ranchi,23.30164909362793,85.25641632080078
732,Nagri,Nagri,Ranchi,23.32298469543457,85.18718719482422
733,Naro,Nagri,Ranchi,23.322629928588867,85.20250701904297
734,Palandu,Nagri,Ranchi,23.280399322509766,85.14351654052734
735,Panchdiha,Nagri,Ranchi,23.366239547729492,85.2391586303711
736,Patrachauli,Nagri,Ranchi,23.332839965820312,85.15357208251953
737,Piska,Nagri,Ranchi,23.301820755004883,85.22006225585938
738,Pundag,Nagri,Ranchi,23.34461,85.2496
739,Saher,Nagri,Ranchi,23.2977294921875,85.1657485961914
740,Saparom,Nagri,Ranchi,23.33880043029785,85.21700286865234
741,Sembo,Nagri,Ranchi,23.294639587402344,85.23613739013672
742,Singhpur,Nagri,Ranchi,23.26866912841797,85.22461700439453
743,Sugda,Nagri,Ranchi,23.313079833984375,85.16903686523438
744,Tikratoli,Nagri,Ranchi,23.319040298461914,85.21601867675781
745,Tundiul (CT),Nagri,Ranchi,23.366239547729492,85.2391586303711
746,Tusmu,Nagri,Ranchi,23.340579986572266,85.19210052490234
747,Upardaha,Nagri,Ranchi,23.337459564208984,85.19403839111328
748,Ara (CT),Namkum,Ranchi,23.323230743408203,85.38313293457031
749,Arma,Namkum,Ranchi,23.269649505615234,85.40190887451172
750,Banda,Namkum,Ranchi,23.221609115600586,85.2447509765625
751,Bandua,Namkum,Ranchi,23.197280883789062,85.39209747314453
752,Baram,Namkum,Ranchi,23.341819763183594,85.3995590209961
753,Bargarwa (CT),Namkum,Ranchi,23.323230743408203,85.38313293457031
754,Barguttu,Namkum,Ranchi,23.206979751586914,85.31646728515625
755,Bumru,Namkum,Ranchi,23.216909408569336,85.3246078491211
756,Bundubera,Namkum,Ranchi,23.323230743408203,85.38313293457031
757,Butiyo,Namkum,Ranchi,23.208560943603516,85.37014770507812
758,Chand,Namkum,Ranchi,23.23740005493164,85.28852844238281
759,Chandaghasi,Namkum,Ranchi,23.289520263671875,85.34855651855469
760,Chene,Namkum,Ranchi,23.28023910522461,85.43985748291016
761,Chitir,Namkum,Ranchi,23.220029830932617,85.28907012939453
762,Churu,Namkum,Ranchi,23.26384925842285,85.36212921142578
763,Darjitorar,Namkum,Ranchi,23.232479095458984,85.28009796142578
764,Dewgain,Namkum,Ranchi,23.213130950927734,85.36248016357422
765,Dundigarha,Namkum,Ranchi,23.187030792236328,85.32672882080078
766,Dundu,Namkum,Ranchi,23.206510543823242,85.29666900634766
767,Dungri,Namkum,Ranchi,23.261829376220703,85.31355285644531
768,Ganrke,Namkum,Ranchi,23.290180206298828,85.41826629638672
769,Garhkhatanga,Namkum,Ranchi,23.323230743408203,85.38313293457031
770,Garsul,Namkum,Ranchi,23.216720581054688,85.2405776977539
771,Ghuthiya,Namkum,Ranchi,23.251739501953125,85.27680969238281
772,Gobindpur,Namkum,Ranchi,23.247169494628906,85.3670883178711
773,Gundu,Namkum,Ranchi,23.244220733642578,85.30326843261719
774,Guniyadih,Namkum,Ranchi,23.323230743408203,85.38313293457031
775,Hahap,Namkum,Ranchi,23.238449096679688,85.42436981201172
776,Hajam,Namkum,Ranchi,23.197160720825195,85.31549072265625
777,Haratu,Namkum,Ranchi,23.367860794067383,85.42546844482422
778,Harbul,Namkum,Ranchi,23.22372055053711,85.4748306274414
779,Hardag,Namkum,Ranchi,23.21272087097168,85.30486297607422
780,Harhap,Namkum,Ranchi,23.323230743408203,85.38313293457031
781,Hatia,Namkum,Ranchi,23.35807,85.35805
782,Heslatoli,Namkum,Ranchi,23.323230743408203,85.38313293457031
783,Hethdahu,Namkum,Ranchi,23.236669540405273,85.26869201660156
784,Hethu,Namkum,Ranchi,23.313899993896484,85.33988189697266
785,Hoenjan,Namkum,Ranchi,23.323230743408203,85.38313293457031
786,Huanghatu,Namkum,Ranchi,23.210670471191406,85.46257019042969
787,Huringdag,Namkum,Ranchi,23.228900909423828,85.26370239257812
788,Hurua,Namkum,Ranchi,23.23080062866211,85.35745239257812
789,Huthundu,Namkum,Ranchi,23.323230743408203,85.38313293457031
790,Ithe,Namkum,Ranchi,23.2821102142334,85.35562133789062
791,Jamchuan,Namkum,Ranchi,23.256250381469727,85.45552825927734
792,Jamgain,Namkum,Ranchi,23.25016975402832,85.26325988769531
793,Jaratoli,Namkum,Ranchi,23.323230743408203,85.38313293457031
794,Jareya,Namkum,Ranchi,23.242530822753906,85.47360229492188
795,Jojosiring,Namkum,Ranchi,23.26661,85.28576
796,Jorar(Todar),Namkum,Ranchi,23.2281494140625,85.29566955566406
797,Jordag,Namkum,Ranchi,23.323230743408203,85.38313293457031
798,Kachbang,Namkum,Ranchi,23.33861,85.32677
799,Kakra,Namkum,Ranchi,23.187280654907227,85.4545669555664
800,Karkata,Namkum,Ranchi,23.205429077148438,85.34877014160156
801,Kewali,Namkum,Ranchi,23.324129104614258,85.40350341796875
802,Kharsidag,Namkum,Ranchi,23.265539169311523,85.3689193725586
803,Khijri,Namkum,Ranchi,23.322162628173828,85.37025451660156
804,Kiski,Namkum,Ranchi,23.235740661621094,85.33196258544922
805,Koenribera,Namkum,Ranchi,23.241119384765625,85.3879165649414
806,Kolad,Namkum,Ranchi,23.190879821777344,85.40904235839844
807,Kudagara,Namkum,Ranchi,23.251840591430664,85.53656005859375
808,Kute Toli,Namkum,Ranchi,23.306089401245117,85.34314727783203
809,Kutiatu,Namkum,Ranchi,23.290830612182617,85.38349151611328
810,Lali,Namkum,Ranchi,23.299560546875,85.4869384765625
811,Lalkhatanga,Namkum,Ranchi,23.26435089111328,85.34580993652344
