,Village,Village Latitude,Village Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue Summary,Venue Type
193,Chawri Bazaar,28.6485595703125,77.23068237304688,New Delhi | नई दिल्ली Metro Station,28.64280345814337,77.2233510017395,Metro Station,This spot is popular,general
194,Chawri Bazaar,28.6485595703125,77.23068237304688,New Delhi Airport Express Station,28.642503033471506,77.2235421288788,Train Station,This spot is popular,general
195,Civil Lines,28.67668914794922,77.21762084960938,moets,28.678014772437493,77.2247389303534,Chinese Restaurant,This spot is popular,general
196,Civil Lines,28.67668914794922,77.21762084960938,Dunkin Donuts,28.680001703973897,77.20836252340777,Donut Shop,This spot is popular,general
197,Civil Lines,28.67668914794922,77.21762084960938,24SEVEN,28.67873199478196,77.20803734910325,Grocery Store,This spot is popular,general
198,Civil Lines,28.67668914794922,77.21762084960938,Domino's Pizza,28.679,77.208,Pizza Place,This spot is popular,general
199,Civil Lines,28.67668914794922,77.21762084960938,Maidens Hotel,28.67437701477759,77.22645211830836,Hotel,This spot is popular,general
200,Civil Lines,28.67668914794922,77.21762084960938,The Embassy,28.676555564617807,77.2249690933671,Indian Restaurant,This spot is popular,general
201,Civil Lines,28.67668914794922,77.21762084960938,Kamla Nehru Ridge Forest,28.681928620853956,77.21609830856323,Trail,This spot is popular,general
202,Civil Lines,28.67668914794922,77.21762084960938,Subway,28.679506883537428,77.20832368966602,Sandwich Place,This spot is popular,general
203,Civil Lines,28.67668914794922,77.21762084960938,Fast Trax,28.68014665360787,77.22328496338821,Burger Joint,This spot is popular,general
204,Civil Lines,28.67668914794922,77.21762084960938,Civil Lines Metro Station,28.677042,77.22492,Light Rail Station,This spot is popular,general
205,Civil Lines,28.67668914794922,77.21762084960938,Best Of Asia Village,28.676904,77.225201,Asian Restaurant,This spot is popular,general
206,Civil Lines,28.67668914794922,77.21762084960938,Civil Lines | सिविल लाइंस Metro Station,28.675263799247176,77.22509820900761,Light Rail Station,This spot is popular,general
207,Civil Lines,28.67668914794922,77.21762084960938,Nukkad Wala,28.679703,77.20828,Snack Place,This spot is popular,general
208,Dariba Kalan,28.65613174438477,77.23355865478516,Haveli Dharampura,28.65324701401681,77.232309176437,Hotel,This spot is popular,general
209,Dariba Kalan,28.65613174438477,77.23355865478516,Jalebi Wala | जलेबी वाला,28.656177651209596,77.23352648405536,Dessert Shop,This spot is popular,general
210,Dariba Kalan,28.65613174438477,77.23355865478516,Red Fort Archaeological Museum | लाल किला पुरातत्व संग्रहालय (Red Fort Archaeological Museum),28.655964042955148,77.23765543361783,Museum,This spot is popular,general
211,Dariba Kalan,28.65613174438477,77.23355865478516,Karim's | करीम | کریم (Karim's),28.64949759295152,77.2336908547362,Indian Restaurant,This spot is popular,general
212,Dariba Kalan,28.65613174438477,77.23355865478516,Jama Masjid  |जामा मस्जिद | جامع مسجد (Jama Masjid),28.650135601332995,77.23354094263017,Mosque,This spot is popular,general
213,Dariba Kalan,28.65613174438477,77.23355865478516,Parawthe Wale,28.65603318700734,77.23050001546382,Indian Restaurant,This spot is popular,general
214,Dariba Kalan,28.65613174438477,77.23355865478516,Chandni Chowk | चाँदनी चौक (Chandni Chowk),28.656076323925312,77.23073986324933,Market,This spot is popular,general
215,Dariba Kalan,28.65613174438477,77.23355865478516,Haldiram's,28.656288944079645,77.23170543090595,Snack Place,This spot is popular,general
216,Dariba Kalan,28.65613174438477,77.23355865478516,Red Fort | Lal Qila | लाल क़िला | لال قلعہ (Red Fort (Lal Qila)),28.655758930875194,77.2419548034668,Monument / Landmark,This spot is popular,general
217,Dariba Kalan,28.65613174438477,77.23355865478516,Parathe Wali Gali | पराँठे वाली गली,28.65609952896119,77.2304785201278,Market,This spot is popular,general
218,Dariba Kalan,28.65613174438477,77.23355865478516,Al Jawahar | अल जवाहर | امام جواہر,28.649608846249652,77.23355530889293,Indian Restaurant,This spot is popular,general
219,Dariba Kalan,28.65613174438477,77.23355865478516,Babu Ram Paranthe Wale,28.655820126621173,77.23044812679291,Indian Restaurant,This spot is popular,general
220,Dariba Kalan,28.65613174438477,77.23355865478516,Kinari Bazaar | किनारी बाजार,28.6548009358371,77.23301890281758,Flea Market,This spot is popular,general
221,Dariba Kalan,28.65613174438477,77.23355865478516,Nai Sarak | नई सड़क,28.65283927807197,77.22870777607294,Paper / Office Supplies Store,This spot is popular,general
222,Dariba Kalan,28.65613174438477,77.23355865478516,McDonald's,28.661166313684927,77.22759628817572,Fast Food Restaurant,This spot is popular,general
223,Dariba Kalan,28.65613174438477,77.23355865478516,Chawri Bazaar | चावड़ी बाजार,28.649770989776663,77.22736358642578,Hardware Store,This spot is popular,general
224,Dariba Kalan,28.65613174438477,77.23355865478516,McDonald's,28.656161882924813,77.23420838244962,Fast Food Restaurant,This spot is popular,general
225,Dariba Kalan,28.65613174438477,77.23355865478516,Natraj | नटराज,28.656357336560394,77.23058723790143,Snack Place,This spot is popular,general
226,Dariba Kalan,28.65613174438477,77.23355865478516,Pt. Gaya Prasad Shiv Charan Paranthewale | पंडित गया प्रसाद शिव चरण परांठे वाले,28.656027192178698,77.23043753835134,Indian Restaurant,This spot is popular,general
227,Dariba Kalan,28.65613174438477,77.23355865478516,McDonald's,28.66128895525179,77.22716404005617,Fast Food Restaurant,This spot is popular,general
228,Dariba Kalan,28.65613174438477,77.23355865478516,Old Famous Jalebi Waala,28.6560115814209,77.23360443115234,Indian Restaurant,This spot is popular,general
229,Dariba Kalan,28.65613174438477,77.23355865478516,Pt. Kanhaiya Lal Durga Prashad Dixit Parawthe Wala,28.656108981032254,77.2304648037729,Indian Restaurant,This spot is popular,general
230,Dariba Kalan,28.65613174438477,77.23355865478516,Bikanerwala,28.656673589194828,77.22512066388722,Vegetarian / Vegan Restaurant,This spot is popular,general
231,Dariba Kalan,28.65613174438477,77.23355865478516,Kashmere Gate,28.663699361958138,77.22967068287404,Historic Site,This spot is popular,general
232,Dariba Kalan,28.65613174438477,77.23355865478516,Chainaram,28.656618058740026,77.22347583265906,Snack Place,This spot is popular,general
233,Dariba Kalan,28.65613174438477,77.23355865478516,ashok chat,28.649350624381324,77.22700124489958,Fast Food Restaurant,This spot is popular,general
234,Dariba Kalan,28.65613174438477,77.23355865478516,Comesum,28.660668497816566,77.22781022853489,Restaurant,This spot is popular,general
235,Dariba Kalan,28.65613174438477,77.23355865478516,Old Delhi Railway Station (DLI),28.660579163305297,77.22856521606445,Train Station,This spot is popular,general
236,Ghantewala,28.642963409423828,77.11587524414062,Pirates of The Grill,28.64437068780949,77.11167380352475,BBQ Joint,This spot is popular,general
237,Ghantewala,28.642963409423828,77.11587524414062,Main Market Rajouri Garden,28.645728604671543,77.12126068889171,Market,This spot is popular,general
238,Ghantewala,28.642963409423828,77.11587524414062,Zara | जा़रा,28.64246808621033,77.10653617124635,Clothing Store,This spot is popular,general
239,Ghantewala,28.642963409423828,77.11587524414062,Anjlika Pastry Shop,28.642520980882544,77.12329387664795,Bakery,This spot is popular,general
240,Ghantewala,28.642963409423828,77.11587524414062,PVR Cinemas,28.642439020761362,77.10650038448208,Multiplex,This spot is popular,general
241,Ghantewala,28.642963409423828,77.11587524414062,Haldiram's,28.6424586594383,77.1065022497266,Indian Restaurant,This spot is popular,general
242,Ghantewala,28.642963409423828,77.11587524414062,Pacific Mall,28.642333976274138,77.10650390377636,Shopping Mall,This spot is popular,general
243,Ghantewala,28.642963409423828,77.11587524414062,Shiv Murti,28.63638844931407,77.11105120819529,Sculpture Garden,This spot is popular,general
244,Ghantewala,28.642963409423828,77.11587524414062,Starbucks,28.642140194894882,77.10662155044157,Coffee Shop,This spot is popular,general
245,Ghantewala,28.642963409423828,77.11587524414062,Dunkin' Donuts,28.647672873345584,77.11986854552532,Donut Shop,This spot is popular,general
246,Ghantewala,28.642963409423828,77.11587524414062,Mad Over Donuts,28.64233575995254,77.10649583072777,Donut Shop,This spot is popular,general
247,Ghantewala,28.642963409423828,77.11587524414062,AMPM Cafè and Bar,28.647697136503293,77.1199503622103,Café,This spot is popular,general
248,Ghantewala,28.642963409423828,77.11587524414062,Carl's Jr.,28.64223988792683,77.10642659451979,Fast Food Restaurant,This spot is popular,general
249,Ghantewala,28.642963409423828,77.11587524414062,Pirates Of Grill,28.647457664213135,77.1182942511344,BBQ Joint,This spot is popular,general
250,Ghantewala,28.642963409423828,77.11587524414062,Pind Balluchi,28.647641867628284,77.12035608652683,Indian Restaurant,This spot is popular,general
251,Ghantewala,28.642963409423828,77.11587524414062,Gloria Jean's Coffees,28.642222516770108,77.10666720344585,Café,This spot is popular,general
252,Ghantewala,28.642963409423828,77.11587524414062,Lifestyle Store,28.642456716012106,77.10651248983024,Shopping Mall,This spot is popular,general
253,Ghantewala,28.642963409423828,77.11587524414062,The California Boulevard,28.647734971643725,77.12004976458275,Diner,This spot is popular,general
254,Ghantewala,28.642963409423828,77.11587524414062,Bikanerwala,28.648670512180882,77.12272854612813,Indian Restaurant,This spot is popular,general
255,Ghantewala,28.642963409423828,77.11587524414062,McDonald's,28.649892855335075,77.12079131649215,Fast Food Restaurant,This spot is popular,general
256,Ghantewala,28.642963409423828,77.11587524414062,PVR Premiere,28.642450976245378,77.10660880282632,Multiplex,This spot is popular,general
257,Ghantewala,28.642963409423828,77.11587524414062,Dunkin' Donuts,28.642628,77.10658,Donut Shop,This spot is popular,general
258,Ghantewala,28.642963409423828,77.11587524414062,Wok In the Clouds,28.647384257623433,77.1193295511815,Pub,This spot is popular,general
259,Ghantewala,28.642963409423828,77.11587524414062,Spaghetti Kitchen,28.642186662979878,77.10660453958414,Italian Restaurant,This spot is popular,general
260,Ghantewala,28.642963409423828,77.11587524414062,Cocoa,28.642321947670553,77.10677785902901,Restaurant,This spot is popular,general
261,Ghantewala,28.642963409423828,77.11587524414062,Cafe Coffee Day,28.649834123094454,77.12154099560865,Café,This spot is popular,general
262,Ghantewala,28.642963409423828,77.11587524414062,Salt Food Court,28.64247688550462,77.10656411173467,Food Court,This spot is popular,general
263,Ghantewala,28.642963409423828,77.11587524414062,Costa Coffee,28.642346058969466,77.10641535587305,Coffee Shop,This spot is popular,general
264,Ghantewala,28.642963409423828,77.11587524414062,Punjab Grill,28.637146983152814,77.11997963508,Indian Restaurant,This spot is popular,general
265,Ghantewala,28.642963409423828,77.11587524414062,KFC,28.64247785090306,77.10656089623558,Fast Food Restaurant,This spot is popular,general
266,Ghantewala,28.642963409423828,77.11587524414062,Hinglish - The Colonial Cafe,28.642616483231667,77.10683575671433,Restaurant,This spot is popular,general
267,Ghantewala,28.642963409423828,77.11587524414062,sardar ji malai chaap wale,28.642816557335692,77.11379891961627,Indian Restaurant,This spot is popular,general
268,Ghantewala,28.642963409423828,77.11587524414062,McDonald's,28.649929761886597,77.1209442615509,Fast Food Restaurant,This spot is popular,general
269,Ghantewala,28.642963409423828,77.11587524414062,Tanishq,28.646660969530853,77.11792879669525,Jewelry Store,This spot is popular,general
270,Ghantewala,28.642963409423828,77.11587524414062,Godrej Nature's Basket,28.640467888967883,77.12052464649221,Gourmet Shop,This spot is popular,general
271,Ghantewala,28.642963409423828,77.11587524414062,Krishna Super Marche 37,28.640666,77.120935,Department Store,This spot is popular,general
272,Ghantewala,28.642963409423828,77.11587524414062,Tagore Garden,28.64855095603244,77.11371463492715,Garden,This spot is popular,general
273,Ghantewala,28.642963409423828,77.11587524414062,Chicago Pizza,28.642372033203937,77.10837648377533,Pizza Place,This spot is popular,general
274,Ghantewala,28.642963409423828,77.11587524414062,ARIA Music & Theatre Conservatory,28.64665203312707,77.1225121038109,Music Venue,This spot is popular,general
275,Ghantewala,28.642963409423828,77.11587524414062,Three Graces- Rajouri Garden,28.649955757994707,77.1161635084792,Spa,This spot is popular,general
276,Ghantewala,28.642963409423828,77.11587524414062,D Block Park,28.65080424736482,77.11299540316688,Park,This spot is popular,general
277,Ghantewala,28.642963409423828,77.11587524414062,Jamie's pizzeria,28.641242382596076,77.10658955477916,Pizza Place,This spot is popular,general
278,Ghantewala,28.642963409423828,77.11587524414062,Bindra Park,28.642983923738495,77.12551391389647,Park,This spot is popular,general
279,Ghantewala,28.642963409423828,77.11587524414062,Rajouri Garden Metro Station,28.649017765428198,77.12280035018921,Light Rail Station,This spot is popular,general
280,Ghantewala,28.642963409423828,77.11587524414062,PARX,28.650919646492287,77.12059020996094,Clothing Store,This spot is popular,general
281,Gulabi Bagh,28.67544937133789,77.18866729736328,HDFC Bank,28.675071,77.190948,ATM,This spot is popular,general
282,Gulabi Bagh,28.67544937133789,77.18866729736328,NIKE,28.67858338829266,77.19158467055229,Sporting Goods Shop,This spot is popular,general
283,Gulabi Bagh,28.67544937133789,77.18866729736328,Raju Chaat Bhandar,28.680132030642913,77.18541939235949,Snack Place,This spot is popular,general
284,Gulabi Bagh,28.67544937133789,77.18866729736328,Raju Chat Bhandar,28.680198127181672,77.185340773901,Snack Place,This spot is popular,general
285,Gulabi Bagh,28.67544937133789,77.18866729736328,Shalimar Bagh Club,28.682053889570913,77.18637404091368,Hotel,This spot is popular,general
286,Gulabi Bagh,28.67544937133789,77.18866729736328,YES Bank ATM,28.67604,77.19718,ATM,This spot is popular,general
287,Gulabi Bagh,28.67544937133789,77.18866729736328,Shastri Nagar | शास्त्री नगर Metro Station,28.67010695812553,77.18190498813311,Light Rail Station,This spot is popular,general
288,Gulabi Bagh,28.67544937133789,77.18866729736328,"Online Silver Swarovski Jewellery, Certified Gemstones at Clara.in",28.66988007903407,77.1818196773529,Jewelry Store,This spot is popular,general
